Date,Time,Visitor Team,VisitorPts,Home Team,HomePts,Score Type,OT,Attend,Notes,HomeWin,HomeNumWins,VisitorNumWins,HomeWins2020,VisitorWins2020
"Fri, Jan 22, 2021",7:30p,Boston Celtics,110,Philadelphia 76ers,122,Box Score,,0,,1,110,106,43,48
"Fri, Jan 22, 2021",7:30p,Miami Heat,81,Toronto Raptors,101,Box Score,,0,,1,111,106,53,44
"Fri, Jan 22, 2021",8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,Box Score,,0,,0,112,106,19,20
"Fri, Jan 22, 2021",8:30p,Dallas Mavericks,122,San Antonio Spurs,117,Box Score,,0,,0,112,107,32,43
"Fri, Jan 22, 2021",10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,Box Score,,0,,1,112,108,49,44
"Fri, Jan 22, 2021",10:00p,Denver Nuggets,130,Phoenix Suns,126,Box Score,OT,0,,0,113,108,34,46
"Fri, Jan 22, 2021",10:00p,New York Knicks,94,Sacramento Kings,103,Box Score,,0,,1,113,109,31,21
"Sat, Jan 23, 2021",8:00p,Miami Heat,124,Brooklyn Nets,128,Box Score,,0,,1,114,109,35,44
"Sat, Jan 23, 2021",8:00p,Philadelphia 76ers,114,Detroit Pistons,110,Box Score,,0,,0,115,109,20,43
"Sat, Jan 23, 2021",8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,Box Score,,0,,1,115,110,19,30
"Sat, Jan 23, 2021",9:00p,Los Angeles Lakers,101,Chicago Bulls,90,Box Score,,0,,0,116,110,22,52
"Sat, Jan 23, 2021",9:00p,Houston Rockets,133,Dallas Mavericks,108,Box Score,,0,,0,116,111,43,44
"Sat, Jan 23, 2021",9:00p,Denver Nuggets,120,Phoenix Suns,112,Box Score,2OT,0,,0,116,112,34,46
"Sat, Jan 23, 2021",9:00p,Golden State Warriors,108,Utah Jazz,127,Box Score,,"1,932",,1,116,113,44,15
"Sun, Jan 24, 2021",1:00p,Toronto Raptors,107,Indiana Pacers,102,Box Score,,0,,0,117,113,45,53
"Sun, Jan 24, 2021",4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,Box Score,,0,,1,117,114,49,44
"Sun, Jan 24, 2021",7:00p,Cleveland Cavaliers,103,Boston Celtics,141,Box Score,,0,,1,118,114,48,19
"Sun, Jan 24, 2021",7:00p,Charlotte Hornets,107,Orlando Magic,104,Box Score,,"3,507",,0,119,114,33,23
"Sun, Jan 24, 2021",8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,Box Score,,0,,1,119,115,56,20
"Sun, Jan 24, 2021",8:00p,Washington Wizards,101,San Antonio Spurs,121,Box Score,,0,,1,120,115,32,25
"Sun, Jan 24, 2021",10:00p,New York Knicks,113,Portland Trail Blazers,116,Box Score,,0,,1,121,115,35,21
"Mon, Jan 25, 2021",7:00p,Philadelphia 76ers,104,Detroit Pistons,119,Box Score,,0,,1,122,115,20,43
"Mon, Jan 25, 2021",7:00p,Toronto Raptors,114,Indiana Pacers,129,Box Score,,0,,1,123,115,45,53
"Mon, Jan 25, 2021",7:00p,Charlotte Hornets,108,Orlando Magic,117,Box Score,,"3,167",,1,124,115,33,23
"Mon, Jan 25, 2021",7:30p,Miami Heat,85,Brooklyn Nets,98,Box Score,,0,,1,125,115,35,44
"Mon, Jan 25, 2021",8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,Box Score,,0,,0,126,115,19,52
"Mon, Jan 25, 2021",8:30p,Denver Nuggets,117,Dallas Mavericks,113,Box Score,,0,,0,126,116,43,46
"Mon, Jan 25, 2021",9:00p,Boston Celtics,119,Chicago Bulls,103,Box Score,,0,,0,126,117,22,48
"Mon, Jan 25, 2021",10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,Box Score,,0,,1,126,118,15,19
"Mon, Jan 25, 2021",10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,Box Score,,0,,0,127,118,35,44
"Tue, Jan 26, 2021",7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,Box Score,,"1,180",,1,127,119,20,49
"Tue, Jan 26, 2021",8:00p,Washington Wizards,88,Houston Rockets,107,Box Score,,"2,996",,1,128,119,44,25
"Tue, Jan 26, 2021",9:00p,New York Knicks,94,Utah Jazz,108,Box Score,,"1,932",,1,129,119,44,21
"Wed, Jan 27, 2021",7:00p,Indiana Pacers,116,Charlotte Hornets,106,Box Score,,0,,0,130,119,23,45
"Wed, Jan 27, 2021",7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,Box Score,,"1,944",,1,130,120,19,20
"Wed, Jan 27, 2021",7:00p,Sacramento Kings,121,Orlando Magic,107,Box Score,,"3,216",,0,131,120,33,31
"Wed, Jan 27, 2021",7:30p,Brooklyn Nets,132,Atlanta Hawks,128,Box Score,OT,"1,008",,0,131,121,20,35
"Wed, Jan 27, 2021",7:30p,Denver Nuggets,109,Miami Heat,82,Box Score,,0,,0,131,122,44,46
"Wed, Jan 27, 2021",7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,Box Score,,0,,1,131,123,43,52
"Wed, Jan 27, 2021",7:30p,Milwaukee Bucks,115,Toronto Raptors,108,Box Score,,0,,0,132,123,53,56
"Wed, Jan 27, 2021",8:30p,Boston Celtics,106,San Antonio Spurs,110,Box Score,,0,,1,132,124,32,48
"Wed, Jan 27, 2021",9:00p,Washington Wizards,106,New Orleans Pelicans,124,Box Score,,750,,1,133,124,30,25
"Wed, Jan 27, 2021",9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,Box Score,,0,,0,134,124,34,44
"Wed, Jan 27, 2021",9:00p,Dallas Mavericks,104,Utah Jazz,116,Box Score,,0,,1,134,125,44,43
"Wed, Jan 27, 2021",10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,Box Score,,0,,1,135,125,15,19
"Thu, Jan 28, 2021",7:30p,Portland Trail Blazers,101,Houston Rockets,104,Box Score,,"3,154",,1,136,125,44,35
"Thu, Jan 28, 2021",8:00p,Los Angeles Lakers,92,Detroit Pistons,107,Box Score,,0,,1,137,125,20,52
"Thu, Jan 28, 2021",8:00p,Los Angeles Clippers,109,Miami Heat,105,Box Score,,0,,0,138,125,44,49
"Thu, Jan 28, 2021",10:00p,Golden State Warriors,93,Phoenix Suns,114,Box Score,,0,,1,138,126,34,15
"Fri, Jan 29, 2021",7:00p,Indiana Pacers,105,Charlotte Hornets,108,Box Score,,0,,1,139,126,23,45
"Fri, Jan 29, 2021",7:00p,Atlanta Hawks,116,Washington Wizards,100,Box Score,,0,,0,140,126,25,20
"Fri, Jan 29, 2021",7:30p,Milwaukee Bucks,126,New Orleans Pelicans,131,Box Score,,"1,440",,1,140,127,30,56
"Fri, Jan 29, 2021",7:30p,Cleveland Cavaliers,81,New York Knicks,102,Box Score,,0,,1,141,127,21,19
"Fri, Jan 29, 2021",7:30p,Sacramento Kings,126,Toronto Raptors,124,Box Score,,0,,0,142,127,53,31
"Fri, Jan 29, 2021",8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,94,Box Score,,0,,0,142,128,19,43
"Fri, Jan 29, 2021",8:00p,Brooklyn Nets,147,Oklahoma City Thunder,125,Box Score,,0,,0,142,129,44,35
"Fri, Jan 29, 2021",8:00p,Los Angeles Clippers,116,Orlando Magic,90,Box Score,,"3,763",,0,142,130,33,49
"Fri, Jan 29, 2021",8:30p,Denver Nuggets,109,San Antonio Spurs,119,Box Score,,0,,1,142,131,32,46
"Fri, Jan 29, 2021",10:00p,Dallas Mavericks,101,Utah Jazz,120,Box Score,,"1,932",,1,143,131,44,43
"Sat, Jan 30, 2021",8:00p,Portland Trail Blazers,123,Chicago Bulls,122,Box Score,,0,,0,144,131,22,35
"Sat, Jan 30, 2021",8:00p,Milwaukee Bucks,114,Charlotte Hornets,126,Box Score,,0,,1,144,132,23,56
"Sat, Jan 30, 2021",8:00p,Sacramento Kings,104,Miami Heat,105,Box Score,,0,,1,145,132,44,31
"Sat, Jan 30, 2021",8:00p,Houston Rockets,126,New Orleans Pelicans,112,Box Score,,"1,440",,0,146,132,30,44
"Sat, Jan 30, 2021",8:30p,Los Angeles Lakers,96,Boston Celtics,95,Box Score,,0,,0,146,133,48,52
"Sat, Jan 30, 2021",8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,Box Score,,0,,0,146,134,32,34
"Sat, Jan 30, 2021",9:00p,Phoenix Suns,111,Dallas Mavericks,105,Box Score,,0,,0,146,135,43,34
"Sat, Jan 30, 2021",10:00p,Detroit Pistons,91,Golden State Warriors,118,Box Score,,0,,1,146,136,15,20
"Sun, Jan 31, 2021",1:00p,Los Angeles Clippers,129,New York Knicks,115,Box Score,,0,,0,147,136,21,49
"Sun, Jan 31, 2021",3:30p,Utah Jazz,117,Denver Nuggets,128,Box Score,,0,,1,147,137,46,44
"Sun, Jan 31, 2021",7:00p,Philadelphia 76ers,119,Indiana Pacers,110,Box Score,,0,,0,148,137,45,43
"Sun, Jan 31, 2021",7:00p,Orlando Magic,102,Toronto Raptors,115,Box Score,,0,,1,148,138,53,33
"Sun, Jan 31, 2021",7:00p,Brooklyn Nets,146,Washington Wizards,149,Box Score,,0,,1,149,138,25,35
"Sun, Jan 31, 2021",8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,109,Box Score,,0,,1,150,138,19,19
"Mon, Feb 1, 2021",7:30p,Los Angeles Lakers,107,Atlanta Hawks,99,Box Score,,"1,341",,0,151,138,20,52
"Mon, Feb 1, 2021",7:30p,Charlotte Hornets,129,Miami Heat,121,Box Score,OT,0,,0,151,139,44,23
"Mon, Feb 1, 2021",8:00p,New York Knicks,102,Chicago Bulls,110,Box Score,,0,,1,151,140,22,21
"Mon, Feb 1, 2021",8:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,100,Box Score,,0,,1,152,140,19,19
"Mon, Feb 1, 2021",8:00p,Portland Trail Blazers,106,Milwaukee Bucks,134,Box Score,,0,,1,153,140,56,35
"Mon, Feb 1, 2021",8:00p,Sacramento Kings,118,New Orleans Pelicans,109,Box Score,,"1,440",,0,154,140,30,31
"Mon, Feb 1, 2021",8:00p,Houston Rockets,136,Oklahoma City Thunder,106,Box Score,,0,,0,154,141,44,44
"Mon, Feb 1, 2021",8:30p,Phoenix Suns,109,Dallas Mavericks,108,Box Score,,0,,0,154,142,43,34
"Mon, Feb 1, 2021",8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,Box Score,,0,,0,154,143,32,34
"Tue, Feb 2, 2021",7:00p,Toronto Raptors,123,Orlando Magic,108,Box Score,,"3,211",,0,154,144,33,53
"Tue, Feb 2, 2021",7:30p,Los Angeles Clippers,120,Brooklyn Nets,124,Box Score,,0,,1,154,145,35,49
"Tue, Feb 2, 2021",8:00p,Memphis Grizzlies,116,Indiana Pacers,134,Box Score,,0,,1,155,145,45,34
"Tue, Feb 2, 2021",8:00p,Portland Trail Blazers,132,Washington Wizards,121,Box Score,,0,,0,156,145,25,35
"Tue, Feb 2, 2021",10:00p,Boston Celtics,111,Golden State Warriors,107,Box Score,,0,,0,156,146,15,48
"Tue, Feb 2, 2021",10:00p,Detroit Pistons,105,Utah Jazz,117,Box Score,,"3,902",,1,156,147,44,20
"Wed, Feb 3, 2021",7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,Box Score,,0,,0,157,147,23,43
"Wed, Feb 3, 2021",7:00p,Indiana Pacers,110,Milwaukee Bucks,130,Box Score,,0,,1,157,148,56,45
"Wed, Feb 3, 2021",7:30p,Dallas Mavericks,122,Atlanta Hawks,116,Box Score,,"1,259",,0,158,148,20,43
"Wed, Feb 3, 2021",8:00p,New York Knicks,107,Chicago Bulls,103,Box Score,,0,,0,158,149,22,21
"Wed, Feb 3, 2021",8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,Box Score,,"1,944",,0,158,150,19,49
"Wed, Feb 3, 2021",8:00p,Washington Wizards,103,Miami Heat,100,Box Score,,0,,0,158,151,44,25
"Wed, Feb 3, 2021",8:00p,Houston Rockets,87,Oklahoma City Thunder,104,Box Score,,0,,1,158,152,44,44
"Wed, Feb 3, 2021",8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,Box Score,,0,,1,159,152,32,19
"Wed, Feb 3, 2021",9:30p,Phoenix Suns,101,New Orleans Pelicans,123,Box Score,,"1,440",,1,160,152,30,34
"Wed, Feb 3, 2021",10:00p,Boston Celtics,111,Sacramento Kings,116,Box Score,,0,,1,161,152,31,48
"Thu, Feb 4, 2021",7:30p,Utah Jazz,112,Atlanta Hawks,91,Box Score,,"1,261",,0,162,152,20,44
"Thu, Feb 4, 2021",7:30p,Golden State Warriors,147,Dallas Mavericks,116,Box Score,,0,,0,162,153,43,15
"Thu, Feb 4, 2021",8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,Box Score,,0,,0,162,154,43,35
"Thu, Feb 4, 2021",9:00p,Houston Rockets,115,Memphis Grizzlies,103,Box Score,,"1,762",,0,162,155,34,44
"Thu, Feb 4, 2021",10:00p,Denver Nuggets,93,Los Angeles Lakers,114,Box Score,,0,,1,162,156,52,46
"Fri, Feb 5, 2021",7:00p,New Orleans Pelicans,114,Indiana Pacers,113,Box Score,,0,,0,163,156,45,30
"Fri, Feb 5, 2021",7:00p,Chicago Bulls,119,Orlando Magic,123,Box Score,,"3,535",,1,163,157,33,22
"Fri, Feb 5, 2021",7:30p,Toronto Raptors,123,Brooklyn Nets,117,Box Score,,0,,0,164,157,35,53
"Fri, Feb 5, 2021",7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,Box Score,,"2,720",,0,164,158,19,56
"Fri, Feb 5, 2021",8:00p,Utah Jazz,138,Charlotte Hornets,121,Box Score,,0,,0,164,159,23,44
"Fri, Feb 5, 2021",8:00p,Washington Wizards,95,Miami Heat,122,Box Score,,0,,1,164,160,44,25
"Fri, Feb 5, 2021",8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,Box Score,,0,,0,165,160,44,19
"Fri, Feb 5, 2021",9:00p,Detroit Pistons,92,Phoenix Suns,109,Box Score,,0,,1,165,161,34,20
"Fri, Feb 5, 2021",10:00p,Boston Celtics,119,Los Angeles Clippers,115,Box Score,,0,,0,166,161,49,48
"Sat, Feb 6, 2021",1:00p,Portland Trail Blazers,99,New York Knicks,110,Box Score,,0,,1,166,162,21,35
"Sat, Feb 6, 2021",5:00p,Denver Nuggets,114,Sacramento Kings,119,Box Score,,0,,1,167,162,31,46
"Sat, Feb 6, 2021",7:00p,Chicago Bulls,118,Orlando Magic,92,Box Score,,"3,880",,0,168,162,33,22
"Sat, Feb 6, 2021",8:00p,Toronto Raptors,121,Atlanta Hawks,132,Box Score,,991,,1,168,163,20,53
"Sat, Feb 6, 2021",8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,Box Score,,"2,720",,0,169,163,19,56
"Sat, Feb 6, 2021",8:00p,San Antonio Spurs,111,Houston Rockets,106,Box Score,,"3,313",,0,169,164,44,32
"Sat, Feb 6, 2021",8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,Box Score,,0,,1,169,165,44,19
"Sat, Feb 6, 2021",8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,Box Score,,0,,1,170,165,43,35
"Sat, Feb 6, 2021",8:30p,Golden State Warriors,132,Dallas Mavericks,134,Box Score,,0,,1,171,165,43,15
"Sat, Feb 6, 2021",9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,Box Score,,"1,440",,1,172,165,30,34
"Sat, Feb 6, 2021",10:00p,Detroit Pistons,129,Los Angeles Lakers,135,Box Score,2OT,0,,1,173,165,52,20
"Sun, Feb 7, 2021",1:00p,Washington Wizards,97,Charlotte Hornets,119,Box Score,,0,,1,174,165,23,25
"Sun, Feb 7, 2021",1:00p,Utah Jazz,103,Indiana Pacers,95,Box Score,,0,,0,175,165,45,44
"Sun, Feb 7, 2021",1:00p,Miami Heat,109,New York Knicks,103,Box Score,,0,,0,175,166,21,44
"Sun, Feb 7, 2021",2:00p,Boston Celtics,91,Phoenix Suns,100,Box Score,,"1,493",,1,175,167,34,48
"Sun, Feb 7, 2021",3:00p,Sacramento Kings,113,Los Angeles Clippers,110,Box Score,,0,,0,176,167,49,31
"Mon, Feb 8, 2021",7:00p,Houston Rockets,94,Charlotte Hornets,119,Box Score,,0,,1,176,168,23,44
"Mon, Feb 8, 2021",8:00p,Washington Wizards,105,Chicago Bulls,101,Box Score,,0,,0,177,168,22,25
"Mon, Feb 8, 2021",8:00p,Toronto Raptors,128,Memphis Grizzlies,113,Box Score,,"1,844",,0,177,169,34,53
"Mon, Feb 8, 2021",8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,Box Score,,"1,000",,1,177,170,43,19
"Mon, Feb 8, 2021",8:30p,Golden State Warriors,100,San Antonio Spurs,105,Box Score,,0,,1,178,170,32,15
"Mon, Feb 8, 2021",9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,Box Score,,"1,485",,1,179,170,34,19
"Mon, Feb 8, 2021",9:30p,Milwaukee Bucks,125,Denver Nuggets,112,Box Score,,0,,0,180,170,46,56
"Mon, Feb 8, 2021",10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,Box Score,OT,0,,1,180,171,52,44
"Tue, Feb 9, 2021",7:00p,Brooklyn Nets,111,Detroit Pistons,122,Box Score,,0,,1,181,171,20,35
"Tue, Feb 9, 2021",7:30p,New York Knicks,96,Miami Heat,98,Box Score,,0,,1,182,171,44,21
"Tue, Feb 9, 2021",7:30p,Houston Rockets,101,New Orleans Pelicans,130,Box Score,,"1,900",,1,183,171,30,44
"Tue, Feb 9, 2021",8:30p,Golden State Warriors,114,San Antonio Spurs,91,Box Score,,0,,0,184,171,32,15
"Tue, Feb 9, 2021",10:00p,Orlando Magic,97,Portland Trail Blazers,106,Box Score,,0,,1,184,172,35,33
"Tue, Feb 9, 2021",10:00p,Philadelphia 76ers,119,Sacramento Kings,111,Box Score,,0,,0,185,172,31,43
"Tue, Feb 9, 2021",10:00p,Boston Celtics,108,Utah Jazz,122,Box Score,,"3,902",,1,185,173,44,48
"Wed, Feb 10, 2021",7:00p,Toronto Raptors,137,Washington Wizards,115,Box Score,,0,,0,186,173,25,53
"Wed, Feb 10, 2021",7:30p,Atlanta Hawks,117,Dallas Mavericks,118,Box Score,,"1,000",,1,186,174,43,20
"Wed, Feb 10, 2021",8:00p,Indiana Pacers,94,Brooklyn Nets,104,Box Score,,0,,1,187,174,35,45
"Wed, Feb 10, 2021",8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,Box Score,,"1,830",,1,188,174,34,23
"Wed, Feb 10, 2021",8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,Box Score,,0,,0,189,174,19,49
"Wed, Feb 10, 2021",9:00p,New Orleans Pelicans,116,Chicago Bulls,129,Box Score,,0,,1,189,175,22,30
"Wed, Feb 10, 2021",9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,Box Score,,0,,1,190,175,46,19
"Wed, Feb 10, 2021",10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,Box Score,OT,0,,1,191,175,52,44
"Wed, Feb 10, 2021",10:00p,Milwaukee Bucks,124,Phoenix Suns,125,Box Score,,"1,491",,1,192,175,34,56
"Thu, Feb 11, 2021",7:30p,Toronto Raptors,106,Boston Celtics,120,Box Score,,0,,1,193,175,48,53
"Thu, Feb 11, 2021",7:30p,Miami Heat,101,Houston Rockets,94,Box Score,,"3,251",,0,194,175,44,44
"Thu, Feb 11, 2021",8:00p,Indiana Pacers,111,Detroit Pistons,95,Box Score,,0,,0,194,176,20,45
"Thu, Feb 11, 2021",10:00p,Orlando Magic,105,Golden State Warriors,111,Box Score,,0,,1,194,177,15,33
"Thu, Feb 11, 2021",10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,Box Score,,0,,1,195,177,35,43
"Fri, Feb 12, 2021",7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,Box Score,,0,,1,196,177,23,19
"Fri, Feb 12, 2021",7:00p,New York Knicks,109,Washington Wizards,91,Box Score,,0,,0,197,177,25,21
"Fri, Feb 12, 2021",7:30p,San Antonio Spurs,125,Atlanta Hawks,114,Box Score,,"1,451",,0,197,178,20,32
"Fri, Feb 12, 2021",7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,Box Score,,"1,514",,1,197,179,43,30
"Fri, Feb 12, 2021",8:00p,Detroit Pistons,108,Boston Celtics,102,Box Score,,0,,0,198,179,48,20
"Fri, Feb 12, 2021",8:00p,Los Angeles Clippers,125,Chicago Bulls,106,Box Score,,0,,0,198,180,22,49
"Fri, Feb 12, 2021",9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,Box Score,,0,,1,198,181,46,44
"Fri, Feb 12, 2021",9:00p,Milwaukee Bucks,115,Utah Jazz,129,Box Score,,"3,902",,1,199,181,44,56
"Fri, Feb 12, 2021",10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,Box Score,,0,,1,200,181,52,34
"Fri, Feb 12, 2021",10:00p,Cleveland Cavaliers,110,Portland Trail Blazers,129,Box Score,,0,,1,201,181,35,19
"Fri, Feb 12, 2021",10:00p,Orlando Magic,123,Sacramento Kings,112,Box Score,,0,,0,202,181,31,33
"Sat, Feb 13, 2021",3:00p,Philadelphia 76ers,111,Phoenix Suns,120,Box Score,,"1,652",,1,202,182,34,43
"Sat, Feb 13, 2021",7:30p,Indiana Pacers,125,Atlanta Hawks,113,Box Score,,"1,393",,0,203,182,20,45
"Sat, Feb 13, 2021",8:00p,Houston Rockets,99,New York Knicks,121,Box Score,,0,,1,203,183,21,44
"Sat, Feb 13, 2021",8:30p,Brooklyn Nets,134,Golden State Warriors,117,Box Score,,0,,0,204,183,15,35
"Sat, Feb 13, 2021",9:00p,Miami Heat,94,Utah Jazz,112,Box Score,,"3,902",,1,204,184,44,44
"Sun, Feb 14, 2021",1:00p,Boston Celtics,91,Washington Wizards,104,Box Score,,0,,1,205,184,25,48
"Sun, Feb 14, 2021",7:00p,San Antonio Spurs,122,Charlotte Hornets,110,Box Score,,0,,0,206,184,23,32
"Sun, Feb 14, 2021",7:00p,New Orleans Pelicans,112,Detroit Pistons,123,Box Score,,0,,1,206,185,20,30
"Sun, Feb 14, 2021",7:00p,Minnesota Timberwolves,116,Toronto Raptors,112,Box Score,,0,,0,207,185,53,19
"Sun, Feb 14, 2021",7:30p,Portland Trail Blazers,121,Dallas Mavericks,118,Box Score,,"2,211",,0,207,186,43,35
"Sun, Feb 14, 2021",8:00p,Milwaukee Bucks,109,Oklahoma City Thunder,114,Box Score,,0,,1,207,187,44,56
"Sun, Feb 14, 2021",9:00p,Orlando Magic,90,Phoenix Suns,109,Box Score,,"1,732",,1,208,187,34,33
"Sun, Feb 14, 2021",10:00p,Los Angeles Lakers,105,Denver Nuggets,122,Box Score,,0,,1,209,187,46,52
"Sun, Feb 14, 2021",10:00p,Cleveland Cavaliers,111,Los Angeles Clippers,128,Box Score,,0,,1,210,187,49,19
"Sun, Feb 14, 2021",10:00p,Memphis Grizzlies,124,Sacramento Kings,110,Box Score,,0,,0,211,187,31,34
"Mon, Feb 15, 2021",7:00p,Chicago Bulls,120,Indiana Pacers,112,Box Score,OT,0,,0,211,188,45,22
"Mon, Feb 15, 2021",7:00p,Houston Rockets,119,Washington Wizards,131,Box Score,,0,,1,211,189,25,44
"Mon, Feb 15, 2021",7:30p,Atlanta Hawks,112,New York Knicks,123,Box Score,,0,,1,212,189,21,20
"Mon, Feb 15, 2021",9:00p,Philadelphia 76ers,123,Utah Jazz,134,Box Score,,"3,902",,1,213,189,44,43
"Mon, Feb 15, 2021",10:00p,Cleveland Cavaliers,98,Golden State Warriors,129,Box Score,,,,1,214,189,15,19
"Mon, Feb 15, 2021",10:00p,Miami Heat,118,Los Angeles Clippers,125,Box Score,,0,,1,215,189,49,44
"Mon, Feb 15, 2021",10:00p,Brooklyn Nets,136,Sacramento Kings,125,Box Score,,0,,0,216,189,31,35
"Tue, Feb 16, 2021",7:00p,Denver Nuggets,99,Boston Celtics,112,Box Score,,0,,1,216,190,48,46
"Tue, Feb 16, 2021",8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,Box Score,,"1,982",,0,217,190,34,30
"Tue, Feb 16, 2021",8:00p,Toronto Raptors,124,Milwaukee Bucks,113,Box Score,,250,,0,217,191,56,53
"Tue, Feb 16, 2021",8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,Box Score,,0,,0,217,192,19,52
"Tue, Feb 16, 2021",8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,Box Score,,0,,0,217,193,44,35
"Tue, Feb 16, 2021",10:30p,Brooklyn Nets,128,Phoenix Suns,124,Box Score,,"3,181",,0,217,194,34,35
"Wed, Feb 17, 2021",7:00p,New York Knicks,89,Orlando Magic,107,Box Score,,"4,249",,1,217,195,33,21
"Wed, Feb 17, 2021",7:30p,Atlanta Hawks,122,Boston Celtics,114,Box Score,,0,,0,218,195,48,20
"Wed, Feb 17, 2021",7:30p,Houston Rockets,113,Philadelphia 76ers,118,Box Score,,0,,1,218,196,43,44
"Wed, Feb 17, 2021",8:00p,Detroit Pistons,102,Chicago Bulls,105,Box Score,,0,,1,219,196,22,20
"Wed, Feb 17, 2021",8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,Box Score,OT,0,,0,220,196,19,45
"Wed, Feb 17, 2021",8:00p,Denver Nuggets,128,Washington Wizards,130,Box Score,,0,,1,220,197,25,46
"Wed, Feb 17, 2021",9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,Box Score,,0,,1,221,197,34,44
"Wed, Feb 17, 2021",9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,Box Score,,"1,940",,0,222,197,30,35
"Wed, Feb 17, 2021",10:00p,Miami Heat,112,Golden State Warriors,120,Box Score,OT,,,1,222,198,15,44
"Wed, Feb 17, 2021",10:00p,Utah Jazz,114,Los Angeles Clippers,96,Box Score,,,,0,223,198,49,44
"Thu, Feb 18, 2021",7:30p,Toronto Raptors,110,Milwaukee Bucks,96,Box Score,,500,,0,223,199,56,53
"Thu, Feb 18, 2021",10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,Box Score,,0,,0,223,200,52,35
"Thu, Feb 18, 2021",10:00p,Miami Heat,118,Sacramento Kings,110,Box Score,,0,,0,223,201,31,44
"Fri, Feb 19, 2021",7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,Box Score,,"2,720",,0,223,202,19,46
"Fri, Feb 19, 2021",7:00p,Golden State Warriors,120,Orlando Magic,124,Box Score,,"4,287",,1,223,203,33,15
"Fri, Feb 19, 2021",7:30p,Atlanta Hawks,109,Boston Celtics,121,Box Score,,0,,1,224,203,48,20
"Fri, Feb 19, 2021",7:30p,Chicago Bulls,105,Philadelphia 76ers,112,Box Score,,0,,1,225,203,43,22
"Fri, Feb 19, 2021",8:00p,Detroit Pistons,95,Memphis Grizzlies,109,Box Score,,"1,795",,1,226,203,34,20
"Fri, Feb 19, 2021",8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,Box Score,,750,,1,227,203,56,44
"Fri, Feb 19, 2021",8:00p,Phoenix Suns,132,New Orleans Pelicans,114,Box Score,,"1,940",,0,228,203,30,34
"Fri, Feb 19, 2021",9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,Box Score,,0,,0,228,204,19,53
"Fri, Feb 19, 2021",10:00p,Utah Jazz,112,Los Angeles Clippers,116,Box Score,,0,,1,228,205,49,44
"Sat, Feb 20, 2021",8:00p,Golden State Warriors,100,Charlotte Hornets,102,Box Score,,0,,1,229,205,23,15
"Sat, Feb 20, 2021",8:30p,Miami Heat,96,Los Angeles Lakers,94,Box Score,,0,,0,230,205,52,44
