Date,Time,Visitor Team,VisitorPts,Home Team,HomePts,Score Type,OT,Attend,Notes,HomeWin,HomeNumWins,VisitorNumWins,HomeWins2020,VisitorWins2020,HomeWinsBeforeAll,VisitorWinsBeforeAll
"Wed, Apr 14, 2021",9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,Box Score,,"2,141",,0,435,383,34,43,28,33
"Wed, Apr 14, 2021",10:00p,Miami Heat,106,Denver Nuggets,123,Box Score,,"4,017",,1,435,384,46,44,38,35
"Wed, Apr 14, 2021",10:00p,Washington Wizards,123,Sacramento Kings,111,Box Score,,0,,0,436,384,31,25,21,20
"Thu, Apr 15, 2021",7:30p,Milwaukee Bucks,120,Atlanta Hawks,109,Box Score,,0,,0,436,385,20,56,15,46
"Thu, Apr 15, 2021",8:00p,Golden State Warriors,119,Cleveland Cavaliers,101,Box Score,,"4,148",,0,436,386,19,15,14,12
"Thu, Apr 15, 2021",10:00p,Boston Celtics,121,Los Angeles Lakers,113,Box Score,,"1,915",,0,436,387,52,48,41,38
"Thu, Apr 15, 2021",10:00p,Sacramento Kings,114,Phoenix Suns,122,Box Score,,"4,568",,1,436,388,34,31,22,21
"Fri, Apr 16, 2021",3:00p,Indiana Pacers,111,Utah Jazz,119,Box Score,,"5,546",,1,437,388,44,45,36,32
"Fri, Apr 16, 2021",7:00p,Oklahoma City Thunder,104,Detroit Pistons,110,Box Score,,750,,1,438,388,20,44,19,33
"Fri, Apr 16, 2021",7:00p,Los Angeles Clippers,103,Philadelphia 76ers,106,Box Score,,"4,094",,1,439,388,43,49,34,37
"Fri, Apr 16, 2021",7:00p,New Orleans Pelicans,115,Washington Wizards,117,Box Score,OT,0,,1,440,388,25,30,20,23
"Fri, Apr 16, 2021",7:30p,Charlotte Hornets,115,Brooklyn Nets,130,Box Score,,"1,773",,1,441,388,35,23,25,18
"Fri, Apr 16, 2021",7:30p,Orlando Magic,102,Toronto Raptors,113,Box Score,,0,,1,442,388,53,33,40,24
"Fri, Apr 16, 2021",8:00p,Memphis Grizzlies,126,Chicago Bulls,115,Box Score,,0,,0,443,388,22,34,19,28
"Fri, Apr 16, 2021",8:00p,Denver Nuggets,128,Houston Rockets,99,Box Score,,"3,342",,0,443,389,44,46,34,38
"Fri, Apr 16, 2021",8:00p,Miami Heat,111,Minnesota Timberwolves,119,Box Score,,"1,638",,1,443,390,19,44,16,35
"Fri, Apr 16, 2021",8:30p,Portland Trail Blazers,107,San Antonio Spurs,106,Box Score,,"4,303",,0,444,390,32,35,23,25
"Fri, Apr 16, 2021",9:30p,New York Knicks,117,Dallas Mavericks,109,Box Score,,"4,246",,0,444,391,43,21,33,17
"Sat, Apr 17, 2021",4:30p,Utah Jazz,115,Los Angeles Lakers,127,Box Score,OT,"1,710",,1,444,392,52,44,41,36
"Sat, Apr 17, 2021",8:00p,Cleveland Cavaliers,96,Chicago Bulls,106,Box Score,,0,,1,445,392,22,19,19,14
"Sat, Apr 17, 2021",8:00p,Detroit Pistons,100,Washington Wizards,121,Box Score,,0,,1,446,392,25,20,20,19
"Sat, Apr 17, 2021",8:30p,Golden State Warriors,114,Boston Celtics,119,Box Score,,"2,298",,1,447,392,48,15,38,12
"Sat, Apr 17, 2021",9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,Box Score,,"3,280",,0,448,392,56,34,46,28
"Sat, Apr 17, 2021",10:00p,San Antonio Spurs,111,Phoenix Suns,85,Box Score,,"5,078",,0,448,393,34,32,22,23
"Sun, Apr 18, 2021",1:00p,Indiana Pacers,117,Atlanta Hawks,129,Box Score,,0,,1,448,394,20,45,15,32
"Sun, Apr 18, 2021",1:00p,New Orleans Pelicans,112,New York Knicks,122,Box Score,OT,"1,981",,1,449,394,21,30,17,23
"Sun, Apr 18, 2021",3:30p,Brooklyn Nets,107,Miami Heat,109,Box Score,,0,,1,450,394,44,35,35,25
"Sun, Apr 18, 2021",7:00p,Portland Trail Blazers,101,Charlotte Hornets,109,Box Score,,"3,880",,1,451,394,23,35,18,25
"Sun, Apr 18, 2021",7:00p,Houston Rockets,114,Orlando Magic,110,Box Score,,"3,772",,0,452,394,33,44,24,34
"Sun, Apr 18, 2021",7:00p,Oklahoma City Thunder,106,Toronto Raptors,112,Box Score,,0,,1,452,395,53,44,40,33
"Sun, Apr 18, 2021",7:30p,Sacramento Kings,121,Dallas Mavericks,107,Box Score,,"4,193",,0,453,395,43,31,33,21
"Sun, Apr 18, 2021",10:00p,Minnesota Timberwolves,105,Los Angeles Clippers,124,Box Score,,"1,734",,1,453,396,49,19,37,16
"Mon, Apr 19, 2021",7:00p,Cleveland Cavaliers,105,Detroit Pistons,109,Box Score,,750,,1,454,396,20,19,19,14
"Mon, Apr 19, 2021",7:30p,Chicago Bulls,102,Boston Celtics,96,Box Score,,0,,0,455,396,48,22,38,19
"Mon, Apr 19, 2021",7:30p,Golden State Warriors,107,Philadelphia 76ers,96,Box Score,,"4,094",,0,455,397,43,15,34,12
"Mon, Apr 19, 2021",8:00p,San Antonio Spurs,109,Indiana Pacers,94,Box Score,,0,,0,455,398,45,32,32,23
"Mon, Apr 19, 2021",8:00p,Houston Rockets,91,Miami Heat,113,Box Score,,0,,1,455,399,44,44,35,34
"Mon, Apr 19, 2021",8:00p,Phoenix Suns,128,Milwaukee Bucks,127,Box Score,OT,"3,280",,0,456,399,56,34,46,22
"Mon, Apr 19, 2021",8:00p,Oklahoma City Thunder,107,Washington Wizards,119,Box Score,,0,,1,456,400,25,44,20,33
"Mon, Apr 19, 2021",9:00p,Memphis Grizzlies,137,Denver Nuggets,139,Box Score,2OT,"4,005",,1,457,400,46,34,38,28
"Mon, Apr 19, 2021",10:00p,Utah Jazz,111,Los Angeles Lakers,97,Box Score,,"1,709",,0,458,400,52,44,41,36
"Tue, Apr 20, 2021",7:30p,Orlando Magic,96,Atlanta Hawks,112,Box Score,,"2,219",,1,458,401,20,33,15,24
"Tue, Apr 20, 2021",7:30p,Brooklyn Nets,134,New Orleans Pelicans,129,Box Score,,"3,700",,0,459,401,30,35,23,25
"Tue, Apr 20, 2021",7:30p,Charlotte Hornets,97,New York Knicks,109,Box Score,,"1,753",,1,459,402,21,23,17,18
"Tue, Apr 20, 2021",10:00p,Los Angeles Clippers,113,Portland Trail Blazers,112,Box Score,,0,,0,460,402,35,49,25,37
"Tue, Apr 20, 2021",10:00p,Minnesota Timberwolves,134,Sacramento Kings,120,Box Score,,0,,0,460,403,31,19,21,16
"Wed, Apr 21, 2021",7:00p,Chicago Bulls,105,Cleveland Cavaliers,121,Box Score,,0,,1,460,404,19,22,14,19
"Wed, Apr 21, 2021",7:00p,Oklahoma City Thunder,116,Indiana Pacers,122,Box Score,,0,,1,461,404,45,44,32,33
"Wed, Apr 21, 2021",7:00p,Phoenix Suns,116,Philadelphia 76ers,113,Box Score,,"4,094",,0,462,404,43,34,34,22
"Wed, Apr 21, 2021",7:00p,Brooklyn Nets,103,Toronto Raptors,114,Box Score,,0,,1,462,405,53,35,40,25
"Wed, Apr 21, 2021",7:00p,Golden State Warriors,114,Washington Wizards,118,Box Score,,"2,133",,1,463,405,25,15,20,12
"Wed, Apr 21, 2021",8:00p,Utah Jazz,112,Houston Rockets,89,Box Score,,"3,253",,0,464,405,44,44,34,36
"Wed, Apr 21, 2021",8:00p,Atlanta Hawks,127,New York Knicks,137,Box Score,OT,"1,981",,1,464,406,21,20,17,15
"Wed, Apr 21, 2021",8:30p,Detroit Pistons,117,Dallas Mavericks,127,Box Score,,"4,043",,1,465,406,43,20,33,19
"Wed, Apr 21, 2021",8:30p,Miami Heat,107,San Antonio Spurs,87,Box Score,,"4,229",,0,466,406,32,44,23,35
"Wed, Apr 21, 2021",10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,Box Score,,"1,782",,1,466,407,49,34,37,28
"Wed, Apr 21, 2021",10:00p,Denver Nuggets,106,Portland Trail Blazers,105,Box Score,,0,,0,467,407,35,46,25,38
"Wed, Apr 21, 2021",10:00p,Minnesota Timberwolves,125,Sacramento Kings,128,Box Score,,0,,1,467,408,31,19,21,16
"Thu, Apr 22, 2021",7:00p,Phoenix Suns,86,Boston Celtics,99,Box Score,,"2,298",,1,468,408,48,34,38,22
"Thu, Apr 22, 2021",7:00p,Philadelphia 76ers,117,Milwaukee Bucks,124,Box Score,,"3,280",,1,469,408,56,43,46,34
"Thu, Apr 22, 2021",7:00p,New Orleans Pelicans,135,Orlando Magic,100,Box Score,,"3,411",,0,470,408,33,30,24,23
"Thu, Apr 22, 2021",8:30p,Detroit Pistons,91,San Antonio Spurs,106,Box Score,,"3,334",,1,470,409,32,20,23,19
"Thu, Apr 22, 2021",9:00p,Charlotte Hornets,91,Chicago Bulls,108,Box Score,,0,,1,471,409,22,23,19,18
"Thu, Apr 22, 2021",9:30p,Los Angeles Lakers,110,Dallas Mavericks,115,Box Score,,"4,443",,1,472,409,43,52,33,41
"Fri, Apr 23, 2021",7:30p,Miami Heat,103,Atlanta Hawks,118,Box Score,,"2,985",,1,473,409,20,44,15,35
"Fri, Apr 23, 2021",7:30p,Boston Celtics,104,Brooklyn Nets,109,Box Score,,"1,773",,1,474,409,35,48,25,38
"Fri, Apr 23, 2021",8:00p,Cleveland Cavaliers,102,Charlotte Hornets,108,Box Score,,"4,060",,1,475,409,23,19,18,14
"Fri, Apr 23, 2021",8:00p,Los Angeles Clippers,109,Houston Rockets,104,Box Score,,"3,313",,0,476,409,44,49,34,37
"Fri, Apr 23, 2021",8:00p,Washington Wizards,129,Oklahoma City Thunder,109,Box Score,,0,,0,476,410,44,25,33,20
"Fri, Apr 23, 2021",10:00p,Denver Nuggets,97,Golden State Warriors,118,Box Score,,"1,935",,1,476,411,15,46,12,38
"Fri, Apr 23, 2021",10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,Box Score,,0,,0,477,411,35,34,25,28
"Sat, Apr 24, 2021",1:00p,Toronto Raptors,103,New York Knicks,120,Box Score,,"1,981",,1,477,412,21,53,17,40
"Sat, Apr 24, 2021",3:30p,Philadelphia 76ers,94,Milwaukee Bucks,132,Box Score,,"3,280",,1,478,412,56,43,46,34
"Sat, Apr 24, 2021",7:00p,Detroit Pistons,109,Indiana Pacers,115,Box Score,,0,,1,479,412,45,20,32,19
"Sat, Apr 24, 2021",8:00p,Chicago Bulls,101,Miami Heat,106,Box Score,,0,,1,480,412,44,22,35,19
"Sat, Apr 24, 2021",8:00p,San Antonio Spurs,110,New Orleans Pelicans,108,Box Score,,"3,700",,0,481,412,30,32,23,23
"Sat, Apr 24, 2021",8:30p,Los Angeles Lakers,93,Dallas Mavericks,108,Box Score,,"4,561",,1,481,413,43,52,33,41
"Sat, Apr 24, 2021",9:00p,Minnesota Timberwolves,101,Utah Jazz,96,Box Score,,0,,0,482,413,44,19,36,16
"Sat, Apr 24, 2021",10:00p,Houston Rockets,116,Denver Nuggets,129,Box Score,,"4,035",,1,482,414,46,44,38,34
"Sun, Apr 25, 2021",1:00p,Boston Celtics,104,Charlotte Hornets,125,Box Score,,"4,493",,1,483,414,23,48,18,38
"Sun, Apr 25, 2021",3:30p,Phoenix Suns,119,Brooklyn Nets,128,Box Score,,"1,773",,1,484,414,35,34,25,22
"Sun, Apr 25, 2021",4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,Box Score,,0,,0,485,414,35,34,25,28
"Sun, Apr 25, 2021",7:00p,Cleveland Cavaliers,110,Washington Wizards,119,Box Score,,"2,133",,1,485,415,25,19,20,14
"Sun, Apr 25, 2021",7:30p,Milwaukee Bucks,104,Atlanta Hawks,111,Box Score,,"3,010",,1,486,415,20,56,15,46
"Sun, Apr 25, 2021",8:00p,Indiana Pacers,131,Orlando Magic,112,Box Score,,"3,519",,0,487,415,33,45,24,32
"Sun, Apr 25, 2021",10:00p,Sacramento Kings,113,Golden State Warriors,117,Box Score,,"3,252",,1,487,416,15,31,12,21
"Mon, Apr 26, 2021",7:00p,Atlanta Hawks,86,Detroit Pistons,100,Box Score,,750,,1,488,416,20,20,19,15
"Mon, Apr 26, 2021",7:00p,Los Angeles Lakers,114,Orlando Magic,103,Box Score,,"4,099",,0,489,416,33,52,24,41
"Mon, Apr 26, 2021",7:00p,Oklahoma City Thunder,90,Philadelphia 76ers,121,Box Score,,"4,094",,1,489,417,43,44,34,33
"Mon, Apr 26, 2021",7:00p,San Antonio Spurs,146,Washington Wizards,143,Box Score,OT,"2,133",,0,490,417,25,32,20,23
"Mon, Apr 26, 2021",7:30p,Phoenix Suns,118,New York Knicks,110,Box Score,,"1,981",,0,490,418,21,34,17,22
"Mon, Apr 26, 2021",7:30p,Cleveland Cavaliers,96,Toronto Raptors,112,Box Score,,"1,626",,1,490,419,53,19,40,14
"Mon, Apr 26, 2021",8:00p,Chicago Bulls,110,Miami Heat,102,Box Score,,0,,0,491,419,44,22,35,19
"Mon, Apr 26, 2021",8:00p,Utah Jazz,104,Minnesota Timberwolves,105,Box Score,,"1,638",,1,491,420,19,44,16,36
"Mon, Apr 26, 2021",8:00p,Los Angeles Clippers,103,New Orleans Pelicans,120,Box Score,,"3,700",,1,492,420,30,49,23,37
"Mon, Apr 26, 2021",9:00p,Memphis Grizzlies,96,Denver Nuggets,120,Box Score,,"3,823",,1,493,420,46,34,38,28
"Mon, Apr 26, 2021",10:00p,Dallas Mavericks,106,Sacramento Kings,113,Box Score,,0,,1,494,420,31,43,21,33
"Tue, Apr 27, 2021",7:00p,Oklahoma City Thunder,119,Boston Celtics,115,Box Score,,"2,298",,0,495,420,48,44,38,33
"Tue, Apr 27, 2021",7:00p,Milwaukee Bucks,114,Charlotte Hornets,104,Box Score,,"3,240",,0,495,421,23,56,18,46
"Tue, Apr 27, 2021",7:00p,Portland Trail Blazers,133,Indiana Pacers,112,Box Score,,0,,0,495,422,45,35,32,25
"Tue, Apr 27, 2021",7:30p,Brooklyn Nets,116,Toronto Raptors,103,Box Score,,0,,0,495,423,53,35,40,25
"Tue, Apr 27, 2021",9:00p,Minnesota Timberwolves,114,Houston Rockets,107,Box Score,,"3,225",,0,495,424,44,19,34,16
"Tue, Apr 27, 2021",9:30p,Dallas Mavericks,133,Golden State Warriors,103,Box Score,,"3,613",,0,495,425,15,43,12,33
"Wed, Apr 28, 2021",7:00p,Orlando Magic,109,Cleveland Cavaliers,104,Box Score,,"4,148",,0,495,426,19,33,14,24
"Wed, Apr 28, 2021",7:00p,Atlanta Hawks,83,Philadelphia 76ers,127,Box Score,,"4,094",,1,495,427,43,20,34,15
"Wed, Apr 28, 2021",7:30p,Charlotte Hornets,111,Boston Celtics,120,Box Score,,"2,298",,1,496,427,48,23,38,18
"Wed, Apr 28, 2021",7:30p,Chicago Bulls,94,New York Knicks,113,Box Score,,"1,981",,1,497,427,21,22,17,19
"Wed, Apr 28, 2021",7:30p,Los Angeles Lakers,107,Washington Wizards,116,Box Score,,"2,133",,1,498,427,25,52,20,41
"Wed, Apr 28, 2021",8:00p,San Antonio Spurs,111,Miami Heat,116,Box Score,,0,,1,499,427,44,32,35,23
"Wed, Apr 28, 2021",9:00p,New Orleans Pelicans,112,Denver Nuggets,114,Box Score,,"4,022",,1,500,427,46,30,38,23
"Wed, Apr 28, 2021",9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,Box Score,,"3,427",,0,501,427,34,35,28,25
"Wed, Apr 28, 2021",10:00p,Los Angeles Clippers,101,Phoenix Suns,109,Box Score,,"5,917",,1,501,428,34,49,22,37
"Wed, Apr 28, 2021",10:00p,Utah Jazz,154,Sacramento Kings,105,Box Score,,0,,0,502,428,31,44,21,36
"Thu, Apr 29, 2021",7:00p,Dallas Mavericks,115,Detroit Pistons,105,Box Score,,750,,0,502,429,20,43,19,33
"Thu, Apr 29, 2021",7:00p,Brooklyn Nets,130,Indiana Pacers,113,Box Score,,0,,0,502,430,45,35,32,25
"Thu, Apr 29, 2021",8:00p,Milwaukee Bucks,136,Houston Rockets,143,Box Score,,"3,232",,1,502,431,44,56,34,46
"Thu, Apr 29, 2021",8:00p,Golden State Warriors,114,Minnesota Timberwolves,126,Box Score,,"1,638",,1,503,431,19,15,16,12
"Thu, Apr 29, 2021",9:00p,Toronto Raptors,111,Denver Nuggets,121,Box Score,,"4,025",,1,504,431,46,53,38,40
"Thu, Apr 29, 2021",9:00p,New Orleans Pelicans,109,Oklahoma City Thunder,95,Box Score,,0,,0,505,431,44,30,33,23
"Fri, Apr 30, 2021",7:00p,Atlanta Hawks,104,Philadelphia 76ers,126,Box Score,,"4,094",,1,505,432,43,20,34,15
"Fri, Apr 30, 2021",7:30p,San Antonio Spurs,140,Boston Celtics,143,Box Score,OT,"2,298",,1,506,432,48,32,38,23
"Fri, Apr 30, 2021",7:30p,Washington Wizards,122,Cleveland Cavaliers,93,Box Score,,"4,148",,0,507,432,19,25,14,20
"Fri, Apr 30, 2021",8:00p,Portland Trail Blazers,128,Brooklyn Nets,109,Box Score,,"1,773",,0,507,433,35,35,25,25
"Fri, Apr 30, 2021",8:00p,Orlando Magic,75,Memphis Grizzlies,92,Box Score,,"2,850",,1,507,434,34,33,28,24
"Fri, Apr 30, 2021",9:00p,Milwaukee Bucks,108,Chicago Bulls,98,Box Score,,0,,0,508,434,22,56,19,46
"Fri, Apr 30, 2021",10:00p,Utah Jazz,100,Phoenix Suns,121,Box Score,,"6,065",,1,508,435,34,44,22,36
"Fri, Apr 30, 2021",10:30p,Sacramento Kings,110,Los Angeles Lakers,106,Box Score,,"2,691",,0,509,435,52,31,41,21
"Sat, May 1, 2021",7:00p,Detroit Pistons,94,Charlotte Hornets,107,Box Score,,"3,766",,1,509,436,23,20,18,19
"Sat, May 1, 2021",7:30p,Golden State Warriors,113,Houston Rockets,87,Box Score,,"3,702",,0,510,436,44,15,34,12
"Sat, May 1, 2021",8:00p,Chicago Bulls,97,Atlanta Hawks,108,Box Score,,"3,053",,1,510,437,20,22,15,19
"Sat, May 1, 2021",8:00p,Miami Heat,124,Cleveland Cavaliers,107,Box Score,,"4,148",,0,511,437,19,44,14,35
"Sat, May 1, 2021",8:00p,New Orleans Pelicans,140,Minnesota Timberwolves,136,Box Score,OT,"1,638",,0,511,438,19,30,16,23
"Sat, May 1, 2021",8:00p,Indiana Pacers,152,Oklahoma City Thunder,95,Box Score,,0,,0,511,439,44,45,33,32
"Sat, May 1, 2021",8:00p,Memphis Grizzlies,111,Orlando Magic,112,Box Score,,"3,924",,1,511,440,33,34,24,28
"Sat, May 1, 2021",9:00p,Washington Wizards,124,Dallas Mavericks,125,Box Score,,"4,351",,1,512,440,43,25,33,20
"Sat, May 1, 2021",10:00p,Denver Nuggets,110,Los Angeles Clippers,104,Box Score,,"2,818",,0,513,440,49,46,37,38
"Sat, May 1, 2021",10:00p,Toronto Raptors,102,Utah Jazz,106,Box Score,,"6,506",,1,513,441,44,53,36,40
"Sun, May 2, 2021",3:30p,Brooklyn Nets,114,Milwaukee Bucks,117,Box Score,,"3,280",,1,514,441,56,35,46,25
"Sun, May 2, 2021",7:30p,Portland Trail Blazers,129,Boston Celtics,119,Box Score,,,,0,515,441,48,35,38,25
"Sun, May 2, 2021",8:00p,Miami Heat,121,Charlotte Hornets,111,Box Score,,"4,095",,0,515,442,23,44,18,35
"Sun, May 2, 2021",8:00p,Sacramento Kings,111,Dallas Mavericks,99,Box Score,,"4,268",,0,515,443,43,31,33,21
"Sun, May 2, 2021",8:00p,New York Knicks,122,Houston Rockets,97,Box Score,,"3,431",,0,515,444,44,21,34,17
"Sun, May 2, 2021",8:00p,Phoenix Suns,123,Oklahoma City Thunder,120,Box Score,,0,,0,515,445,44,34,33,22
"Sun, May 2, 2021",8:00p,Philadelphia 76ers,113,San Antonio Spurs,111,Box Score,OT,"3,978",,0,515,446,32,43,23,34
"Sun, May 2, 2021",10:00p,Toronto Raptors,121,Los Angeles Lakers,114,Box Score,,"2,053",,0,515,447,52,53,41,40
"Mon, May 3, 2021",7:00p,Orlando Magic,119,Detroit Pistons,112,Box Score,,750,,0,515,448,20,33,19,24
"Mon, May 3, 2021",7:00p,Indiana Pacers,141,Washington Wizards,154,Box Score,,0,,1,515,449,25,45,20,32
"Mon, May 3, 2021",7:30p,Golden State Warriors,123,New Orleans Pelicans,108,Box Score,,"3,700",,0,516,449,30,15,23,12
"Mon, May 3, 2021",8:00p,Portland Trail Blazers,114,Atlanta Hawks,123,Box Score,,"3,091",,1,516,450,20,35,15,25
"Mon, May 3, 2021",9:00p,Philadelphia 76ers,106,Chicago Bulls,94,Box Score,,0,,0,517,450,22,43,19,34
"Mon, May 3, 2021",9:00p,New York Knicks,118,Memphis Grizzlies,104,Box Score,,"2,789",,0,517,451,34,21,28,17
"Mon, May 3, 2021",10:00p,Denver Nuggets,89,Los Angeles Lakers,93,Box Score,,"2,454",,1,517,452,52,46,41,38
"Mon, May 3, 2021",10:00p,San Antonio Spurs,99,Utah Jazz,110,Box Score,,"6,506",,1,518,452,44,32,36,23
"Tue, May 4, 2021",7:00p,Phoenix Suns,134,Cleveland Cavaliers,118,Box Score,OT,"4,148",,0,519,452,19,34,14,22
"Tue, May 4, 2021",7:00p,Charlotte Hornets,102,Detroit Pistons,99,Box Score,,750,,0,519,453,20,23,19,18
"Tue, May 4, 2021",7:30p,Brooklyn Nets,118,Milwaukee Bucks,124,Box Score,,"3,280",,1,519,454,56,35,46,25
"Tue, May 4, 2021",8:00p,Dallas Mavericks,127,Miami Heat,113,Box Score,,0,,0,520,454,44,43,35,33
"Tue, May 4, 2021",8:00p,Golden State Warriors,103,New Orleans Pelicans,108,Box Score,,"3,700",,1,520,455,30,15,23,12
"Tue, May 4, 2021",8:00p,Sacramento Kings,103,Oklahoma City Thunder,99,Box Score,,0,,0,521,455,44,31,33,21
"Tue, May 4, 2021",10:00p,Toronto Raptors,100,Los Angeles Clippers,105,Box Score,,"1,714",,1,521,456,49,53,37,40
"Wed, May 5, 2021",7:00p,Boston Celtics,132,Orlando Magic,96,Box Score,,0,,0,522,456,33,48,24,38
"Wed, May 5, 2021",7:30p,Portland Trail Blazers,141,Cleveland Cavaliers,105,Box Score,,"4,148",,0,522,457,19,35,14,25
"Wed, May 5, 2021",8:00p,Phoenix Suns,103,Atlanta Hawks,135,Box Score,,"3,205",,1,522,458,20,34,15,22
"Wed, May 5, 2021",8:00p,Philadelphia 76ers,135,Houston Rockets,115,Box Score,,"3,583",,0,523,458,44,43,34,34
"Wed, May 5, 2021",8:00p,Sacramento Kings,104,Indiana Pacers,93,Box Score,,0,,0,523,459,45,31,32,21
"Wed, May 5, 2021",8:00p,Washington Wizards,134,Milwaukee Bucks,135,Box Score,,"3,280",,1,523,460,56,25,46,20
"Wed, May 5, 2021",8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,Box Score,,"1,436",,0,524,460,19,34,16,28
"Wed, May 5, 2021",9:00p,New York Knicks,97,Denver Nuggets,113,Box Score,,"4,038",,1,524,461,46,21,38,17
"Wed, May 5, 2021",9:00p,San Antonio Spurs,94,Utah Jazz,126,Box Score,,"6,506",,1,525,461,44,32,36,23
"Thu, May 6, 2021",7:00p,Chicago Bulls,120,Charlotte Hornets,99,Box Score,,"3,769",,0,526,461,23,22,18,19
"Thu, May 6, 2021",7:30p,Brooklyn Nets,109,Dallas Mavericks,113,Box Score,,"4,602",,1,526,462,43,35,33,25
"Thu, May 6, 2021",7:30p,Washington Wizards,131,Toronto Raptors,129,Box Score,OT,"2,494",,0,527,462,53,25,40,20
"Thu, May 6, 2021",8:00p,Memphis Grizzlies,97,Detroit Pistons,111,Box Score,,750,,1,527,463,20,34,19,28
"Thu, May 6, 2021",8:00p,Atlanta Hawks,126,Indiana Pacers,133,Box Score,,0,,1,528,463,45,20,32,15
"Thu, May 6, 2021",10:00p,Oklahoma City Thunder,97,Golden State Warriors,118,Box Score,,"3,621",,1,529,463,15,44,12,33
"Thu, May 6, 2021",10:00p,Los Angeles Lakers,94,Los Angeles Clippers,118,Box Score,,"3,275",,1,530,463,49,52,37,41
"Fri, May 7, 2021",7:00p,New Orleans Pelicans,107,Philadelphia 76ers,109,Box Score,,"5,119",,1,531,463,43,30,34,23
"Fri, May 7, 2021",7:30p,Boston Celtics,99,Chicago Bulls,121,Box Score,,"3,399",,1,532,463,22,48,19,38
"Fri, May 7, 2021",8:00p,Orlando Magic,112,Charlotte Hornets,122,Box Score,,"3,751",,1,533,463,23,33,18,24
"Fri, May 7, 2021",8:00p,Minnesota Timberwolves,112,Miami Heat,121,Box Score,,0,,1,534,463,44,19,35,16
"Fri, May 7, 2021",8:00p,Houston Rockets,133,Milwaukee Bucks,141,Box Score,,"3,280",,1,535,463,56,44,46,34
"Fri, May 7, 2021",8:30p,Cleveland Cavaliers,90,Dallas Mavericks,110,Box Score,,"4,220",,1,536,463,43,19,33,14
"Fri, May 7, 2021",9:00p,Denver Nuggets,120,Utah Jazz,127,Box Score,,"6,506",,1,537,463,44,46,36,38
"Fri, May 7, 2021",10:00p,New York Knicks,105,Phoenix Suns,128,Box Score,,"8,063",,1,538,463,34,21,22,17
"Fri, May 7, 2021",10:00p,Los Angeles Lakers,101,Portland Trail Blazers,106,Box Score,,0,,1,539,463,35,52,25,41
"Fri, May 7, 2021",10:00p,San Antonio Spurs,113,Sacramento Kings,104,Box Score,,0,,0,540,463,31,32,21,23
"Sat, May 8, 2021",7:00p,Washington Wizards,133,Indiana Pacers,132,Box Score,OT,0,,0,540,464,45,25,32,20
"Sat, May 8, 2021",7:00p,Detroit Pistons,104,Philadelphia 76ers,118,Box Score,,"5,119",,1,540,465,43,20,34,19
"Sat, May 8, 2021",7:30p,Memphis Grizzlies,109,Toronto Raptors,99,Box Score,,0,,0,541,465,53,34,40,28
"Sat, May 8, 2021",10:00p,Brooklyn Nets,125,Denver Nuggets,119,Box Score,,"4,044",,0,541,466,46,35,38,25
"Sat, May 8, 2021",10:00p,Oklahoma City Thunder,97,Golden State Warriors,136,Box Score,,"4,155",,1,541,467,15,44,12,33
"Sat, May 8, 2021",10:00p,San Antonio Spurs,102,Portland Trail Blazers,124,Box Score,,"1,939",,1,542,467,35,32,25,23
"Sat, May 8, 2021",10:00p,Houston Rockets,116,Utah Jazz,124,Box Score,,"6,506",,1,543,467,44,44,36,34
"Sun, May 9, 2021",1:00p,Miami Heat,130,Boston Celtics,124,Box Score,,"2,298",,0,544,467,48,44,38,35
"Sun, May 9, 2021",3:30p,New York Knicks,106,Los Angeles Clippers,100,Box Score,,"2,578",,0,544,468,49,21,37,17
"Sun, May 9, 2021",7:00p,New Orleans Pelicans,112,Charlotte Hornets,110,Box Score,,"4,196",,0,544,469,23,30,18,23
"Sun, May 9, 2021",7:00p,Dallas Mavericks,124,Cleveland Cavaliers,97,Box Score,,"4,148",,0,544,470,19,43,14,33
"Sun, May 9, 2021",7:00p,Minnesota Timberwolves,128,Orlando Magic,96,Box Score,,"4,086",,0,544,471,33,19,24,16
"Sun, May 9, 2021",8:00p,Chicago Bulls,108,Detroit Pistons,96,Box Score,,750,,0,544,472,20,22,19,19
"Sun, May 9, 2021",10:00p,Phoenix Suns,110,Los Angeles Lakers,123,Box Score,,"3,144",,1,544,473,52,34,41,22
"Sun, May 9, 2021",10:00p,Oklahoma City Thunder,98,Sacramento Kings,126,Box Score,,0,,1,545,473,31,44,21,33
"Mon, May 10, 2021",7:30p,Washington Wizards,124,Atlanta Hawks,125,Box Score,,"3,054",,1,546,473,20,25,15,20
"Mon, May 10, 2021",7:30p,Indiana Pacers,111,Cleveland Cavaliers,102,Box Score,,"4,148",,0,547,473,19,45,14,32
"Mon, May 10, 2021",8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,Box Score,,"2,507",,1,547,474,34,30,28,23
